molecule_chembl_id,smiles,standard_units,pIC50,standard_value,type,units,value
CHEMBL4128842,Cl.O=C1/C(=C/c2ccncc2)Cc2cccc(O)c21,nM,5.648,2250.0,IC50,uM,2.25
CHEMBL4130207,Cl.O=C1/C(=C/c2ccncc2)Cc2ccc(O)cc21,nM,5.701,1990.0,IC50,uM,1.99
CHEMBL4128990,Cl.O=C1/C(=C/c2ccncc2)Cc2c(O)cccc21,nM,5.67,2140.0,IC50,uM,2.14
CHEMBL4127754,Cl.O=C1/C(=C/c2cccnc2)Cc2ccc(O)cc21,nM,5.567,2710.0,IC50,uM,2.71
CHEMBL4127950,Cl.O=C1/C(=C/c2cccnc2)Cc2c(O)cccc21,nM,5.319,4800.0,IC50,uM,4.8
CHEMBL704,Nc1ccc(O)c(C(=O)O)c1,nM,1.686,20600000.0,IC50,mM,20.6
CHEMBL4216431,CS(=O)(=O)c1ccc(-c2ccc3ncc(S(=O)(=O)N4CCN(Cc5ccccc5)CC4)n3n2)cc1,nM,4.921,12000.0,IC50,uM,12.0
CHEMBL4204753,O=S(=O)(c1cnc2ccc(-c3cccnc3)nn12)N1CCN(c2ccccn2)CC1,nM,4.959,11000.0,IC50,uM,11.0
CHEMBL4204234,O=S(=O)(c1cnc2ccc(-c3cncc(F)c3)nn12)N1CCN(c2ccccn2)CC1,nM,4.553,28000.0,IC50,uM,28.0
CHEMBL4209097,O=S(=O)(c1cnc2ccc(-c3cncc(C(F)(F)F)c3)nn12)N1CCN(c2ccccn2)CC1,nM,4.959,11000.0,IC50,uM,11.0
CHEMBL4211883,Nc1ncc(-c2ccc3ncc(S(=O)(=O)N4CCN(c5ccccn5)CC4)n3n2)cc1C(F)(F)F,nM,4.959,11000.0,IC50,uM,11.0
CHEMBL4214427,COc1ccc(-c2ccc3ncc(S(=O)(=O)N4CCN(c5ccccn5)CC4)n3n2)cn1,nM,4.523,30000.0,IC50,uM,30.0
CHEMBL4216524,CS(=O)(=O)c1ccc(-c2ccc3ncc(S(=O)(=O)N4CCN(c5ccccn5)CC4)n3n2)cc1,nM,4.921,12000.0,IC50,uM,12.0
CHEMBL4206607,N#CC1(c2ccccc2)CCN(S(=O)(=O)c2cnc3ccc(-c4cccnc4)nn23)CC1,nM,5.155,7000.0,IC50,uM,7.0
CHEMBL4205907,N#CC1(c2ccccc2)CCN(S(=O)(=O)c2cnc3ccc(-c4cncc(F)c4)nn23)CC1,nM,4.523,30000.0,IC50,uM,30.0
CHEMBL4211594,N#CC1(c2ccccc2)CCN(S(=O)(=O)c2cnc3ccc(-c4cncc(C(F)(F)F)c4)nn23)CC1,nM,4.699,20000.0,IC50,uM,20.0
CHEMBL4202770,CS(=O)(=O)c1ccc(-c2ccc3ncc(S(=O)(=O)N4CCC(C#N)(c5ccccc5)CC4)n3n2)cc1,nM,5.097,8000.0,IC50,uM,8.0
CHEMBL4215614,COc1ccc(-c2ccc3ncc(S(=O)(=O)N4CCC(C#N)(c5ccccc5)CC4)n3n2)cc1OC,nM,6.301,500.0,IC50,uM,0.5
CHEMBL4214663,COc1cccc(CNS(=O)(=O)c2cnc3ccc(-c4cccnc4)nn23)c1,nM,6.523,300.0,IC50,uM,0.3
CHEMBL4212779,COc1cccc(CNS(=O)(=O)c2cnc3ccc(-c4cncc(F)c4)nn23)c1,nM,5.222,6000.0,IC50,uM,6.0
CHEMBL4204585,COc1cccc(CNS(=O)(=O)c2cnc3ccc(-c4cncc(C(F)(F)F)c4)nn23)c1,nM,4.523,30000.0,IC50,uM,30.0
CHEMBL4215621,COc1cccc(CNS(=O)(=O)c2cnc3ccc(-c4cnc(N)c(C(F)(F)F)c4)nn23)c1,nM,4.523,30000.0,IC50,uM,30.0
CHEMBL4204718,COc1cccc(CNS(=O)(=O)c2cnc3ccc(-c4ccc(OC)nc4)nn23)c1,nM,4.523,30000.0,IC50,uM,30.0
CHEMBL4208400,COc1cccc(CNS(=O)(=O)c2cnc3ccc(-c4ccc(S(C)(=O)=O)cc4)nn23)c1,nM,4.553,28000.0,IC50,uM,28.0
CHEMBL4204861,O=S(=O)(NCC1CCCO1)c1cnc2ccc(-c3cccnc3)nn12,nM,5.398,4000.0,IC50,uM,4.0
CHEMBL4206211,O=S(=O)(NCC1CCCO1)c1cnc2ccc(-c3cncc(F)c3)nn12,nM,5.398,4000.0,IC50,uM,4.0
CHEMBL4204426,O=S(=O)(NCC1CCCO1)c1cnc2ccc(-c3cncc(C(F)(F)F)c3)nn12,nM,4.523,30000.0,IC50,uM,30.0
CHEMBL4211218,COc1ccc(-c2ccc3ncc(S(=O)(=O)NCC4CCCO4)n3n2)cn1,nM,5.222,6000.0,IC50,uM,6.0
CHEMBL4209925,COc1ccc(-c2ccc3ncc(S(=O)(=O)NCC4CCCO4)n3n2)cc1,nM,5.398,4000.0,IC50,uM,4.0
CHEMBL4204400,CS(=O)(=O)c1ccc(-c2ccc3ncc(S(=O)(=O)NCC4CCCO4)n3n2)cc1,nM,4.523,30000.0,IC50,uM,30.0
CHEMBL63,COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1,nM,6.301,500.0,IC50,uM,0.5
CHEMBL4217894,O=S(=O)(c1cnc2ccc(-c3cncc(F)c3)nn12)N1CCN(Cc2ccccc2)CC1,nM,4.523,30000.0,IC50,uM,30.0
CHEMBL4212953,O=S(=O)(c1cnc2ccc(-c3cccnc3)nn12)N1CCN(Cc2ccccc2)CC1,nM,4.745,18000.0,IC50,uM,18.0
CHEMBL4213498,CCN1CCN(S(=O)(=O)c2cnc3ccc(-c4ccc(S(C)(=O)=O)cc4)nn23)CC1,nM,4.824,15000.0,IC50,uM,15.0
CHEMBL4208563,CCN1CCN(S(=O)(=O)c2cnc3ccc(-c4ccc(OC)cc4)nn23)CC1,nM,4.699,20000.0,IC50,uM,20.0
CHEMBL4208862,CCN1CCN(S(=O)(=O)c2cnc3ccc(-c4ccc(OC)nc4)nn23)CC1,nM,4.699,20000.0,IC50,uM,20.0
CHEMBL4213788,CCN1CCN(S(=O)(=O)c2cnc3ccc(-c4cncc(C(F)(F)F)c4)nn23)CC1,nM,5.046,9000.0,IC50,uM,9.0
CHEMBL4212270,CCN1CCN(S(=O)(=O)c2cnc3ccc(-c4cncc(F)c4)nn23)CC1,nM,4.523,30000.0,IC50,uM,30.0
CHEMBL4217242,CCN1CCN(S(=O)(=O)c2cnc3ccc(-c4cccnc4)nn23)CC1,nM,4.824,15000.0,IC50,uM,15.0
CHEMBL4216705,Nc1ncc(-c2ccc3ncc(S(N)(=O)=O)n3n2)cc1C(F)(F)F,nM,5.398,4000.0,IC50,uM,4.0
CHEMBL4218009,COc1cccc(CNS(=O)(=O)c2cnc3ccc(Cl)nn23)c1,nM,4.523,30000.0,IC50,uM,30.0
CHEMBL4203548,N#CC1(c2ccccc2)CCN(S(=O)(=O)c2cnc3ccc(Cl)nn23)CC1,nM,4.602,25000.0,IC50,uM,25.0
CHEMBL4207994,O=S(=O)(c1cnc2ccc(Cl)nn12)N1CCN(Cc2ccccc2)CC1,nM,4.523,30000.0,IC50,uM,30.0
CHEMBL4207908,O=S(=O)(c1cnc2ccc(Cl)nn12)N1CCN(c2ccccc2)CC1,nM,4.523,30000.0,IC50,uM,30.0
CHEMBL4212813,O=S(=O)(c1cnc2ccc(Cl)nn12)N1CCN(c2ccccn2)CC1,nM,4.523,30000.0,IC50,uM,30.0
CHEMBL4217876,CCN1CCN(S(=O)(=O)c2cnc3ccc(Cl)nn23)CC1,nM,4.523,30000.0,IC50,uM,30.0
CHEMBL4212933,O=S(=O)(NCC1CCCO1)c1cnc2ccc(Cl)nn12,nM,4.523,30000.0,IC50,uM,30.0
CHEMBL4206575,NS(=O)(=O)c1cnc2ccc(Cl)nn12,nM,4.553,28000.0,IC50,uM,28.0
CHEMBL255489,Cc1cc2occ(CN(C)CCN(C)Cc3cn(-c4cccc(C(F)(F)F)c4)c4ccccc34)c(=O)c2cc1C,nM,4.658,22000.0,IC50,uM,22.0
CHEMBL63,COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1,nM,6.699,200.0,IC50,uM,0.2
CHEMBL4284433,Cc1nc(Nc2nnc(-c3ccccc3)s2)c(C)c(C)c1O,nM,6.538,290.0,IC50,uM,0.29
CHEMBL704,Nc1ccc(O)c(C(=O)O)c1,nM,4.699,20000.0,IC50,uM,20.0
CHEMBL4280147,Cc1nc(Nc2cnc3ccccc3c2)c(C)c(C)c1O,nM,6.268,540.0,IC50,uM,0.54
CHEMBL4277438,Cc1nc(Nc2ccc(Cl)nc2)c(C)c(C)c1O,nM,6.444,360.0,IC50,uM,0.36
CHEMBL2316207,O=C(NCCN1CCOCC1)c1ccc2c(c1)C(=O)c1ccc(Nc3ccc(F)c(NC(=O)c4ccccc4)c3)cc1CC2,nM,7.42,38.0,IC50,nM,38.0
CHEMBL4436748,Nc1c(C(=O)NCc2ccc(C(=O)NCCCC3CCCCC3)cc2)cnn1-c1ccccc1,nM,6.548,283.0,IC50,nM,283.0
CHEMBL2152944,O=C1c2ccc(Nc3ccc(F)cc3F)cc2CCc2ccc(OC[C@H](O)CO)cc21,nM,0.0,0.0,IC50,nM,0.0
