molecule_chembl_id,smiles,standard_units,pIC50,standard_value,type,units,value
CHEMBL3642498,COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3cncc(C(N=O)N4CCCN(C)CC4)c3)NC(=O)NC1=O)C2,nM,5.879,1322.0,IC50,nM,1322.0
CHEMBL3642499,CCCCN1CCN(/C(=N/O)c2ccc(C#C[C@]3(CN4Cc5ccc(OC)cc5C4=O)NC(=O)NC3=O)cc2)CC1,nM,7.131,74.0,IC50,nM,74.0
CHEMBL3642500,COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(C(N=O)N4CCN(C5CCCCC5)CC4)cc3)NC(=O)NC1=O)C2,nM,7.119,76.0,IC50,nM,76.0
CHEMBL3642501,COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(C(N=O)N4CCN(C5CCCCCC5)CC4)cc3)NC(=O)NC1=O)C2,nM,6.821,151.0,IC50,nM,151.0
CHEMBL3642502,COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(C(N=O)N4CCN(c5ccccc5)CC4)cc3)NC(=O)NC1=O)C2,nM,6.556,278.0,IC50,nM,278.0
CHEMBL3642503,COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc4c(c3)C(C)Oc3cccnc3-4)NC(=O)NC1=O)C2,nM,5.45,3546.0,IC50,nM,3546.0
CHEMBL3642504,CCN1CCN(C(CO)c2ccc(C#C[C@]3(CN4Cc5ccc(OC)cc5C4=O)NC(=O)NC3=O)cc2)CC1,nM,6.298,504.0,IC50,nM,504.0
CHEMBL3642505,COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(/C(=N/O)N4CCCN(C(C)C)CC4)cc3)NC(=O)NC1=O)C2,nM,7.328,47.0,IC50,nM,47.0
CHEMBL3642506,CO/N=C(\c1ccc(C#C[C@]2(CN3Cc4ccc(OC)cc4C3=O)NC(=O)NC2=O)cc1)N1CCOCC1,nM,5.908,1237.0,IC50,nM,1237.0
CHEMBL1287881,CCN1CCN(Cc2ccc(C#C[C@]3(CN4Cc5ccc(OC)cc5C4=O)NC(=O)NC3=O)cc2)CC1,nM,6.623,238.0,IC50,nM,238.0
CHEMBL1288000,COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(-c4ncccc4O)cc3)NC(=O)NC1=O)C2,nM,6.932,117.0,IC50,nM,117.0
CHEMBL3642507,COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(C/N=N/c4ccccc4)cc3)NC(=O)NC1=O)C2,nM,5.912,1224.0,IC50,nM,1224.0
CHEMBL3642508,CCN1CCN(c2ccc(O)c(-c3ccc(C#C[C@]4(CN5Cc6ccc(OC)cc6C5=O)NC(=O)NC4=O)cc3)n2)CC1,nM,7.14,72.4,IC50,nM,72.4
CHEMBL3642509,COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(C(N=O)N4CCOCC4)cc3)NC(=O)NC1=O)C2,nM,7.0,100.0,IC50,nM,100.0
CHEMBL3642510,COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(C(N=O)N4CCCC4)cc3)NC(=O)NC1=O)C2,nM,6.193,641.0,IC50,nM,641.0
CHEMBL3642511,COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(C(N=O)N4CCN(C)CC4)cc3)NC(=O)NC1=O)C2,nM,7.187,65.0,IC50,nM,65.0
CHEMBL3642512,COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(C(N=O)N4CCC(=O)CC4)cc3)NC(=O)NC1=O)C2,nM,7.066,86.0,IC50,nM,86.0
CHEMBL3642513,COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(C(N=O)N4CCCCC4)cc3)NC(=O)NC1=O)C2,nM,6.812,154.0,IC50,nM,154.0
CHEMBL3642514,COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(C(N=O)N4CCN(C)CC4)s3)NC(=O)NC1=O)C2,nM,6.658,220.0,IC50,nM,220.0
CHEMBL3642515,COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(C(N=O)N4CCOCC4)s3)NC(=O)NC1=O)C2,nM,6.243,571.0,IC50,nM,571.0
CHEMBL3642516,COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(C(N=O)N4CCN(C)CC4)nc3)NC(=O)NC1=O)C2,nM,7.06,87.0,IC50,nM,87.0
CHEMBL3642517,CCN1CCN(C(N=O)c2ccc(C#C[C@]3(CN4Cc5ccc(OC)cc5C4=O)NC(=O)NC3=O)cn2)CC1,nM,7.06,87.0,IC50,nM,87.0
CHEMBL3642518,COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(C4(C)NC(=O)NC4=O)cc3C)NC(=O)NC1=O)C2,nM,6.31,490.0,IC50,nM,490.0
CHEMBL3642519,COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(C4(C)NC(=O)NC4=S)cc3)NC(=O)NC1=O)C2,nM,6.4,398.0,IC50,nM,398.0
CHEMBL3642520,COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc([C@H]4CCC(=O)N4)cc3)NC(=O)NC1=O)C2,nM,6.133,736.0,IC50,nM,736.0
CHEMBL3642521,COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(C4(C(N)=O)CC4)cc3)NC(=O)NC1=O)C2,nM,6.644,227.0,IC50,nM,227.0
CHEMBL3642522,CNC(=O)C1(c2ccc(C#C[C@]3(CN4Cc5ccc(OC)cc5C4=O)NC(=O)NC3=O)cc2)CC1,nM,6.354,443.0,IC50,nM,443.0
CHEMBL3642523,COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(C(C)(C)C(N)=O)cc3)NC(=O)NC1=O)C2,nM,6.287,517.0,IC50,nM,517.0
CHEMBL3642524,COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3cccnc3-c3cnn(C)c3)NC(=O)NC1=O)C2,nM,5.653,2223.0,IC50,nM,2223.0
CHEMBL3642525,COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3cccnc3-c3c(C)nn(C)c3C)NC(=O)NC1=O)C2,nM,5.596,2535.0,IC50,nM,2535.0
CHEMBL3642526,C#C[C@]1(CN2Cc3ccc(OC)c(F)c3C2=O)NC(=O)NC1=O,nM,6.075,841.0,IC50,nM,841.0
CHEMBL3642527,COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3cccnc3-c3cn[nH]c3)NC(=O)NC1=O)C2,nM,6.033,927.0,IC50,nM,927.0
CHEMBL3642528,COc1ccc2c(c1F)C(=O)N(C[C@@]1(C#Cc3cccnc3)NC(=O)NC1=O)C2,nM,6.873,134.0,IC50,nM,134.0
CHEMBL3642529,COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(-c4c(C)nn(C)c4C)nc3)NC(=O)NC1=O)C2,nM,5.044,9028.0,IC50,nM,9028.0
CHEMBL3642530,COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(-c4cnn(C)c4)nc3)NC(=O)NC1=O)C2,nM,5.989,1026.0,IC50,nM,1026.0
CHEMBL3642531,COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3cccnc3-c3cccnc3)NC(=O)NC1=O)C2,nM,5.675,2113.0,IC50,nM,2113.0
CHEMBL3642532,COC(=O)C(c1ccc(C#C[C@]2(CN3Cc4ccc(OC)cc4C3=O)NC(=O)NC2=O)cc1)N1CCCNCC1,nM,6.247,566.0,IC50,nM,566.0
CHEMBL3642533,COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(C(C(N)=O)N4CCCNCC4)cc3)NC(=O)NC1=O)C2,nM,6.52,302.0,IC50,nM,302.0
CHEMBL3642534,COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(C(C(=O)O)N4CCCNCC4)cc3)NC(=O)NC1=O)C2,nM,6.231,588.0,IC50,nM,588.0
CHEMBL3642535,COc1ccc2c(c1F)C(=O)N(C[C@@]1(C#Cc3cccnc3C)NC(=O)NC1=O)C2,nM,6.714,193.0,IC50,nM,193.0
CHEMBL3642536,COc1ccc2c(c1F)C(=O)N(C[C@@]1(C#Cc3ccc(C)nc3)NC(=O)NC1=O)C2,nM,6.402,396.0,IC50,nM,396.0
CHEMBL3642537,COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(/N=C(\N)NC#N)cc3)NC(=O)NC1=O)C2,nM,6.824,150.0,IC50,nM,150.0
CHEMBL3642538,CCN1CCC(C(=O)OC)(c2ccc(C#C[C@]3(CN4Cc5ccc(OC)cc5C4=O)NC(=O)NC3=O)cc2)CC1,nM,6.541,288.0,IC50,nM,288.0
CHEMBL3642539,COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(-c4ccccc4O)nc3)NC(=O)NC1=O)C2,nM,5.68,2090.0,IC50,nM,2090.0
CHEMBL3642540,CCN1CCC(C(=O)O)(c2ccc(C#C[C@]3(CN4Cc5ccc(OC)cc5C4=O)NC(=O)NC3=O)cc2)CC1,nM,6.62,239.8,IC50,nM,239.8
CHEMBL3642541,CCC1(c2ccc(C#CC3(CN4Cc5ccc(OC)cc5C4=O)NC(=O)NC3=O)cc2)NC(=O)NC1=O,nM,6.648,225.0,IC50,nM,225.0
CHEMBL3642542,COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(C4(C)NC(=O)NC4=O)nc3)NC(=O)NC1=O)C2,nM,6.264,544.0,IC50,nM,544.0
CHEMBL3642543,COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(CC4(C)NC(=O)NC4=O)cc3)NC(=O)NC1=O)C2,nM,6.0,1001.0,IC50,nM,1001.0
CHEMBL3642544,COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(C4(C)NC(=O)NC4=O)c(F)c3)NC(=O)NC1=O)C2,nM,6.614,243.0,IC50,nM,243.0
CHEMBL1288211,COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(CC(N)=O)cc3)NC(=O)NC1=O)C2,nM,6.857,139.0,IC50,nM,139.0
CHEMBL3642545,COC(=O)Cc1ccc(C#C[C@]2(CN3Cc4ccc(OC)cc4C3=O)NC(=O)NC2=O)cc1,nM,6.421,379.0,IC50,nM,379.0
CHEMBL3642546,COc1ccc2c(c1)C(=O)N(CC1(C#Cc3cccnc3N3CCN(C)CC3)NC(=O)NC1=O)C2,nM,5.91,1231.0,IC50,nM,1231.0
CHEMBL3642547,COc1ccc2c(c1)C(=O)N(CC1(C#Cc3cccnc3NCCN(C)C)NC(=O)NC1=O)C2,nM,5.7,1996.0,IC50,nM,1996.0
CHEMBL3642548,COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3cccnc3N3CCOCC3)NC(=O)NC1=O)C2,nM,6.199,633.0,IC50,nM,633.0
CHEMBL3642549,COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(NCCN(C)C)nc3)NC(=O)NC1=O)C2,nM,6.378,419.0,IC50,nM,419.0
CHEMBL3642550,COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3cccnc3-c3cncnc3)NC(=O)NC1=O)C2,nM,5.798,1593.0,IC50,nM,1593.0
CHEMBL3642551,COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3cccnc3-c3ccncc3)NC(=O)NC1=O)C2,nM,5.645,2265.0,IC50,nM,2265.0
CHEMBL3642552,COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(-c4cn[nH]c4)nc3)NC(=O)NC1=O)C2,nM,6.429,372.0,IC50,nM,372.0
CHEMBL3642553,COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(C(N=O)N4CCNC[C@@H]4C)cc3)NC(=O)NC1=O)C2,nM,7.076,84.0,IC50,nM,84.0
CHEMBL3642554,COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(C(N=O)N4[C@@H](C)CNC[C@H]4C)cc3)NC(=O)NC1=O)C2,nM,6.485,327.0,IC50,nM,327.0
CHEMBL3642555,COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(N4CCCCC4=O)cc3)NC(=O)NC1=O)C2,nM,5.856,1394.0,IC50,nM,1394.0
CHEMBL3642556,COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(-c4cn[nH]c4N)cc3)NC(=O)NC1=O)C2,nM,6.627,236.0,IC50,nM,236.0
CHEMBL3642557,COc1ccc2c(c1)C(=O)N(CC1(C#Cc3ccc(/N=C(\NC#N)NC4CC4)cc3)NC(=O)NC1=O)C2,nM,6.572,268.0,IC50,nM,268.0
CHEMBL3642558,COc1ccc2c(c1)C(=O)N(CC1(C#Cc3cnc(N4CCC5(CC4)NC(=O)NC5=O)nc3N)NC(=O)NC1=O)C2,nM,6.254,557.0,IC50,nM,557.0
CHEMBL3642559,COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(N4CCC5(CC4)NC(=O)NC5=O)nc3)NC(=O)NC1=O)C2,nM,6.459,347.7,IC50,nM,347.7
CHEMBL3642560,COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc4c(c3)CCCC43NC(=O)NC3=O)NC(=O)NC1=O)C2,nM,6.863,137.0,IC50,nM,137.0
CHEMBL3642561,COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc4c(c3)CC[C@]43NC(=O)NC3=O)NC(=O)NC1=O)C2,nM,6.73,186.0,IC50,nM,186.0
CHEMBL3642562,COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc4c(c3)CC[C@@]43NC(=O)NC3=O)NC(=O)NC1=O)C2,nM,6.551,281.0,IC50,nM,281.0
CHEMBL3642563,COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc4c(c3)CCC43NC(=O)NC3=O)NC(=O)NC1=O)C2,nM,6.821,151.0,IC50,nM,151.0
CHEMBL3642564,CCN1CCN(C(N=O)c2ccc(C#C[C@]3(CN4CCc5cc(OC)ccc5C4=O)NC(=O)NC3=O)cc2)CC1,nM,6.475,335.0,IC50,nM,335.0
CHEMBL3642565,COc1ccc2c(c1)CCN(C[C@@]1(C#Cc3ccc(/C(=N/O)N4CCCN(C)CC4)cc3)NC(=O)NC1=O)C2=O,nM,6.194,639.0,IC50,nM,639.0
CHEMBL3642566,COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3cccnc3)NC(=O)NC1=O)CC2,nM,5.0,10001.0,IC50,nM,10001.0
CHEMBL502604,CCCCCCCCCCCCCCO[C@@H]1[C@@H](OCCCCCCCCCCCCCC)[C@@H](OC)O[C@H](C[N+](C)(C)C2CCCC2)[C@H]1O,nM,5.222,6000.0,IC50,nM,6000.0
CHEMBL3971594,COC1C(COC(=O)CCC(=O)OC[C@H](NC(=O)OCC2c3ccccc3-c3ccccc32)C(=O)O)OC(O)[C@H](OCc2ccccc2)[C@H]1OCc1ccccc1,nM,4.337,46000.0,IC50,nM,46000.0
CHEMBL3938519,CCCCCCCCCCCCCCO[C@H]1C(OC)[C@@H](COC(=O)CCC(=O)OC[C@H](NC(=O)OCC2c3ccccc3-c3ccccc32)C(=O)O)OC(O)[C@@H]1OCCCCCCCCCCCCCC,nM,5.523,3000.0,IC50,nM,3000.0
CHEMBL3983488,CCCCCCCCCCCCCCO[C@@H]1[C@@H](OCCCCCCCCCCCCCC)[C@@H](OC)O[C@H](COC(=O)CCC(=O)OC[C@H](NC(=O)OCC2c3ccccc3-c3ccccc32)C(=O)O)[C@H]1OC,nM,6.301,500.0,IC50,nM,500.0
CHEMBL3952484,CCn1c(=O)c2cnc3c(OC)cccc3c2n(C2CCCC2)c1=O,nM,6.745,180.0,IC50,nM,180.0
CHEMBL3977963,CCn1c(=O)c2cnc3c(OC)cccc3c2n(-c2ccc(OC)c(OC)c2)c1=O,nM,4.848,14200.0,IC50,nM,14200.0
CHEMBL3894945,COc1cccc2c1ncc1c(=O)n(C(C)C)c(=O)n(C3CCCC3)c12,nM,6.569,270.0,IC50,nM,270.0
CHEMBL3949836,COc1cccc2c1ncc1c(=O)n(-c3cccs3)c(=O)n(C3CCCC3)c12,nM,6.387,410.0,IC50,nM,410.0
CHEMBL3892871,CCCn1c(=O)n(CC)c(=O)c2cnc3c(OC)cccc3c21,nM,6.167,680.0,IC50,nM,680.0
CHEMBL3969462,CCCCn1c(=O)n(CC)c(=O)c2cnc3c(OC)cccc3c21,nM,6.409,390.0,IC50,nM,390.0
CHEMBL3898279,CCn1c(=O)c2cnc3c(OC)cccc3c2n(CC(C)C)c1=O,nM,5.959,1100.0,IC50,nM,1100.0
CHEMBL3916613,CCn1c(=O)c2cnc3c(OC)cc(Cl)cc3c2n(C2CCCC2)c1=O,nM,5.456,3500.0,IC50,nM,3500.0
CHEMBL3978166,CCn1c(=O)c2cnc3c(OC)cc(F)cc3c2n(C2CCCC2)c1=O,nM,6.036,920.0,IC50,nM,920.0
CHEMBL3644495,CCn1c(=O)c2cnc3c(Cl)cccc3c2n(C2CCCC2)c1=O,nM,5.602,2500.0,IC50,nM,2500.0
CHEMBL3644496,CCCc1cccc2c1ncc1c(=O)n(CC)c(=O)n(C3CCCC3)c12,nM,5.585,2600.0,IC50,nM,2600.0
CHEMBL3644497,CCn1c(=O)c2cnc3c(C(C)C)cccc3c2n(C2CCCC2)c1=O,nM,4.699,20000.0,IC50,nM,20000.0
CHEMBL3973186,CCn1c(=O)c2cnc3c(OC(F)(F)F)cccc3c2n(C2CCCC2)c1=O,nM,5.444,3600.0,IC50,nM,3600.0
CHEMBL3928313,CCn1c(=O)c2cnc3c(OC)cccc3c2n(C(C)C)c1=O,nM,4.699,20000.0,IC50,nM,20000.0
CHEMBL3938310,CCC(C)n1c(=O)c2cnc3c(OC)cccc3c2n(C2CCCC2)c1=O,nM,6.347,450.0,IC50,nM,450.0
CHEMBL3913808,COc1cccc2c1ncc1c(=O)n(-c3ccccc3)c(=O)n(C3CCCC3)c12,nM,5.886,1300.0,IC50,nM,1300.0
CHEMBL3984643,CCn1c(=O)c2cnc3c(C)cccc3c2n(C2CCCC2)c1=O,nM,6.301,500.0,IC50,nM,500.0
CHEMBL3944621,CCn1c(=O)c2cnc3c(OC)cccc3c2n(C2CCC(C)CC2)c1=O,nM,6.699,200.0,IC50,nM,200.0
CHEMBL3958223,CCOC(=O)Cn1c(=O)c2cnc3c(OC)cccc3c2n(C2CCCC2)c1=O,nM,6.0,1000.0,IC50,nM,1000.0
CHEMBL3936729,CCn1c(=O)c2cnc3c(OC)cccc3c2n(CCCF)c1=O,nM,6.046,900.0,IC50,nM,900.0
CHEMBL3977927,COc1cccc2c1ncc1c(=O)n(C)c(=O)n(C3CCCC3)c12,nM,5.854,1400.0,IC50,nM,1400.0
CHEMBL3644498,COc1cccc2c1ncc1c(=O)n(-c3cc(C)cs3)c(=O)n(C3CCCC3)c12,nM,7.523,30.0,IC50,nM,30.0
CHEMBL3644499,COc1cccc2c1ncc1c(=O)n(-c3cccc(C)c3)c(=O)n(C3CCCC3)c12,nM,8.222,6.0,IC50,nM,6.0
CHEMBL3925334,COc1cccc2c1ncc1c(=O)n(-c3ccc(C)cc3)c(=O)n(C3CCCC3)c12,nM,6.788,163.0,IC50,nM,163.0
CHEMBL3986436,COc1cccc2c1ncc1c(=O)n(-c3cccc(Cl)c3)c(=O)n(C3CCC(C)CC3)c12,nM,8.398,4.0,IC50,nM,4.0
CHEMBL3913144,COc1cccc2c1ncc1c(=O)n(-c3cccc(Cl)c3)c(=O)n(C3CCCC3)c12,nM,8.046,9.0,IC50,nM,9.0
CHEMBL3932267,CCc1cccc(-n2c(=O)c3cnc4c(OC)cccc4c3n(C3CCCC3)c2=O)c1,nM,8.222,6.0,IC50,nM,6.0
CHEMBL3958848,COc1cccc2c1ncc1c(=O)n(-c3cccc(C)c3)c(=O)n(C3CCC(C)CC3)c12,nM,9.0,1.0,IC50,nM,1.0
CHEMBL3972551,CCCCn1c(=O)n(-c2cccc(C)c2)c(=O)c2cnc3c(OC)cccc3c21,nM,9.0,1.0,IC50,nM,1.0
CHEMBL3644500,COc1cccc2c1ncc1c(=O)n(-c3ccc4c(c3)OCO4)c(=O)n(C3CCCC3)c12,nM,8.699,2.0,IC50,nM,2.0
CHEMBL3921402,COc1cccc2c1ncc1c(=O)n(-c3cccc(Cl)c3)c(=O)n(C3CCC(F)(F)CC3)c12,nM,8.699,2.0,IC50,nM,2.0
CHEMBL3966151,COc1cccc2c1ncc1c(=O)n(-c3cccc(Cl)c3)c(=O)n(C3CCN(C(=O)OC(C)(C)C)CC3)c12,nM,9.0,1.0,IC50,nM,1.0
CHEMBL3947142,COc1cccc2c1ncc1c(=O)n(-c3cccc(Cl)c3)c(=O)n(C3CCNCC3)c12,nM,8.301,5.0,IC50,nM,5.0
CHEMBL3976439,COc1cccc2c1ncc1c(=O)n(-c3cccc(Cl)c3)c(=O)n(C3CCN(C(C)=O)CC3)c12,nM,8.699,2.0,IC50,nM,2.0
CHEMBL3931657,COc1cccc2c1ncc1c(=O)n(-c3cccc(Cl)c3)c(=O)n(C3CCN(C(=O)c4ccccc4)CC3)c12,nM,9.0,1.0,IC50,nM,1.0
CHEMBL3644501,COc1cccc2c1ncc1c(=O)n(-c3cccc(Cl)c3)c(=O)n(C3CCN(S(C)(=O)=O)CC3)c12,nM,8.62,2.4,IC50,nM,2.4
CHEMBL3955760,COc1cccc2c1ncc1c(=O)n(-c3cccc(Cl)c3)c(=O)n(C3CCN(S(=O)(=O)C(C)C)CC3)c12,nM,9.398,0.4,IC50,nM,0.4
CHEMBL3932863,COc1cccc2c1ncc1c(=O)n(-c3cccc(Cl)c3)c(=O)n(C3CCN(S(=O)(=O)N(C)C)CC3)c12,nM,9.398,0.4,IC50,nM,0.4
CHEMBL3960339,COc1cccc2c1ncc1c(=O)n(-c3cccc(Cl)c3)c(=O)n(C3CCN(S(=O)(=O)c4ccccc4)CC3)c12,nM,9.0,1.0,IC50,nM,1.0
CHEMBL3938364,COc1cccc2c1ncc1c(=O)n(-c3cccc(Cl)c3)c(=O)n(C3CCN(S(=O)(=O)C4CCS(=O)(=O)C4)CC3)c12,nM,9.398,0.4,IC50,nM,0.4
CHEMBL3971431,CCNC(=O)N1CCC(n2c(=O)n(-c3cccc(Cl)c3)c(=O)c3cnc4c(OC)cccc4c32)CC1,nM,9.222,0.6,IC50,nM,0.6
CHEMBL3954709,COc1cccc2c1ncc1c(=O)n(-c3cccc(Cl)c3)c(=O)n(C3CCN(C(=O)NC(C)C)CC3)c12,nM,9.523,0.3,IC50,nM,0.3
CHEMBL3962756,COc1cccc2c1ncc1c(=O)n(-c3ccccc3Cl)c(=O)n(C3CCC(C)CC3)c12,nM,7.699,20.0,IC50,nM,20.0
CHEMBL3911773,COc1cccc2c1ncc1c(=O)n(-c3ccc(Cl)cc3)c(=O)n(C3CCC(C)CC3)c12,nM,9.046,0.9,IC50,nM,0.9
CHEMBL3938524,COc1cccc2c1ncc1c(=O)n(-c3cccc(Cl)c3)c(=O)n(C3CCC(C(=O)O)CC3)c12,nM,9.0,1.0,IC50,nM,1.0
CHEMBL3948031,COc1cccc2c1ncc1c(=O)n(-c3cccc(Cl)c3)c(=O)n(C3CCCCC3)c12,nM,8.398,4.0,IC50,nM,4.0
CHEMBL3962096,COc1cccc2c1ncc1c(=O)n(-c3ccc4c(c3)OCO4)c(=O)n(C3CCN(C(=O)OC(C)(C)C)CC3)c12,nM,9.0,1.0,IC50,nM,1.0
CHEMBL3917179,COc1cccc2c1ncc1c(=O)n(-c3ccc4c(c3)OCO4)c(=O)n(C3CCNCC3)c12,nM,6.347,450.0,IC50,nM,450.0
CHEMBL3986932,COc1cccc2c1ncc1c(=O)n(-c3ccc4c(c3)OCO4)c(=O)n(C3CCN(S(C)(=O)=O)CC3)c12,nM,8.097,8.0,IC50,nM,8.0
CHEMBL3964458,COc1cccc2c1ncc1c(=O)n(-c3cccc(C#N)c3)c(=O)n(C3CCCC3)c12,nM,6.91,123.0,IC50,nM,123.0
CHEMBL3982748,COc1cccc2c1ncc1c(=O)n(-c3cccc(SC)c3)c(=O)n(C3CCCC3)c12,nM,7.131,74.0,IC50,nM,74.0
CHEMBL3953457,COc1cccc2c1ncc1c(=O)n(-c3cccc(S(C)(=O)=O)c3)c(=O)n(C3CCCC3)c12,nM,6.553,280.0,IC50,nM,280.0
CHEMBL4108792,COc1cccc2c1ncc1c(=O)n(-c3cccc(Cl)c3)c(=O)n([C@@H]3CCN(C(=O)OC(C)(C)C)C3)c12,nM,9.523,0.3,IC50,nM,0.3
CHEMBL4110900,COc1cccc2c1ncc1c(=O)n(-c3cccc(Cl)c3)c(=O)n([C@@H]3CCNC3)c12,nM,7.509,31.0,IC50,nM,31.0
CHEMBL3644503,COc1cccc2c1ncc1c(=O)n(-c3cccc(Cl)c3)c(=O)n([C@@H]3CCN(S(C)(=O)=O)C3)c12,nM,7.538,29.0,IC50,nM,29.0
CHEMBL3903807,COc1cccc2c1ncc1c(=O)n(-c3cccc(Cl)c3)c(=O)n([C@H]3CCN(C(=O)OC(C)(C)C)C3)c12,nM,8.699,2.0,IC50,nM,2.0
CHEMBL3966213,COc1cccc2c1ncc1c(=O)n(-c3cccc(Cl)c3)c(=O)n([C@H]3CCNC3)c12,nM,6.0,1000.0,IC50,nM,1000.0
CHEMBL3644504,COc1cccc2c1ncc1c(=O)n(-c3cccc(Cl)c3)c(=O)n([C@H]3CCN(S(C)(=O)=O)C3)c12,nM,7.538,29.0,IC50,nM,29.0
CHEMBL3958464,COc1cccc2c1ncc1c(=O)n(-c3ccc4c(c3)OCCO4)c(=O)n(C3CCCC3)c12,nM,6.62,240.0,IC50,nM,240.0
CHEMBL3952042,COC(=O)N1CCC(n2c(=O)n(-c3cccc(Cl)c3)c(=O)c3cnc4c(OC)cccc4c32)CC1,nM,4.301,50000.0,IC50,nM,50000.0
CHEMBL3986640,COc1cccc2c1ncc1c(=O)n(-c3cccc(Cl)c3)c(=O)n(CC3CCN(S(C)(=O)=O)CC3)c12,nM,8.699,2.0,IC50,nM,2.0
CHEMBL3945875,COc1cccc2c1ncc1c(=O)n(-c3cccc(Cl)c3)c(=O)n(C3CCC(NS(C)(=O)=O)CC3)c12,nM,8.222,6.0,IC50,nM,6.0
CHEMBL255489,Cc1cc2occ(CN(C)CCN(C)Cc3cn(-c4cccc(C(F)(F)F)c4)c4ccccc34)c(=O)c2cc1C,nM,5.921,1200.0,IC50,uM,1.2
CHEMBL4060030,Nc1nccc(N(Cc2ccccc2)c2ccccc2-c2cccc(-c3cnc(N4CCNCC4)nc3)c2)n1,nM,5.959,1100.0,IC50,uM,1.1
CHEMBL255489,Cc1cc2occ(CN(C)CCN(C)Cc3cn(-c4cccc(C(F)(F)F)c4)c4ccccc34)c(=O)c2cc1C,nM,5.886,1300.0,IC50,uM,1.3
CHEMBL4060030,Nc1nccc(N(Cc2ccccc2)c2ccccc2-c2cccc(-c3cnc(N4CCNCC4)nc3)c2)n1,nM,5.921,1200.0,IC50,uM,1.2
CHEMBL273019,COc1c(O)cc2c(c1O)[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1OC2=O,nM,4.903,12500.0,IC50,uM,12.5
CHEMBL23150,O=C1/C(=C/c2ccncc2)Cc2ccccc21,nM,5.24,5750.0,IC50,uM,5.75
CHEMBL4128396,Cl.O=C1/C(=C/c2ccncc2)Cc2ccccc21,nM,5.672,2130.0,IC50,uM,2.13
